x,y,z,yaw,pitch,roll,q1_in,q2_in,q3_in,q4_in,q5_in,q6_in,q1_out,q2_out,q3_out,q4_out,q5_out,q6_out
-1.5106,128.5168,1289.9274,1.3696,-0.0707,1.0066,1.9359,-0.1575,-0.5502,-1.6181,0.8004,7.0241,2.0248,-0.1389,-0.65,-1.5791,0.7038,6.9424
-1.5106,128.5168,1289.9274,1.3696,-0.0707,1.0066,2.0683,-0.0868,-0.5848,-1.6584,0.7159,6.896,2.0248,-0.1389,-0.65,-1.5791,0.7038,6.9424
-836.7108,701.1584,1118.0484,-2.7893,0.2406,1.7567,2.522,0.2541,0.2687,2.5903,-1.4698,4.6728,2.488,0.2264,0.2334,2.5295,-1.3724,4.73
-836.7108,701.1584,1118.0484,-2.7893,0.2406,1.7567,2.5045,0.2837,0.2507,2.4582,-1.296,4.8073,2.488,0.2264,0.2334,2.5295,-1.3724,4.73
-836.7108,701.1584,1118.0484,-2.7893,0.2406,1.7567,2.5672,0.2308,0.2008,2.58,-1.3932,4.7248,2.488,0.2264,0.2334,2.5295,-1.3724,4.73
-836.7108,701.1584,1118.0484,-2.7893,0.2406,1.7567,2.4023,0.2869,0.1944,2.4998,-1.4005,4.7825,2.488,0.2264,0.2334,2.5295,-1.3724,4.73
-836.7108,701.1584,1118.0484,-2.7893,0.2406,1.7567,2.518,0.3051,0.1588,2.4897,-1.3457,4.7787,2.488,0.2264,0.2334,2.5295,-1.3724,4.73
-836.7108,701.1584,1118.0484,-2.7893,0.2406,1.7567,2.4391,0.2792,0.245,2.4796,-1.468,4.7771,2.488,0.2264,0.2334,2.5295,-1.3724,4.73
-836.7108,701.1584,1118.0484,-2.7893,0.2406,1.7567,2.4496,0.1931,0.1349,2.5458,-1.372,4.7118,2.488,0.2264,0.2334,2.5295,-1.3724,4.73
-836.7108,701.1584,1118.0484,-2.7893,0.2406,1.7567,2.4154,0.2827,0.2763,2.6111,-1.3226,4.7627,2.488,0.2264,0.2334,2.5295,-1.3724,4.73
-836.7108,701.1584,1118.0484,-2.7893,0.2406,1.7567,2.5158,0.1897,0.221,2.4496,-1.4074,4.7035,2.488,0.2264,0.2334,2.5295,-1.3724,4.73
-836.7108,701.1584,1118.0484,-2.7893,0.2406,1.7567,2.3963,0.322,0.202,2.4297,-1.3515,4.6947,2.488,0.2264,0.2334,2.5295,-1.3724,4.73
-836.7108,701.1584,1118.0484,-2.7893,0.2406,1.7567,2.4336,0.1977,0.1511,2.6152,-1.3384,4.7109,2.488,0.2264,0.2334,2.5295,-1.3724,4.73
-836.7108,701.1584,1118.0484,-2.7893,0.2406,1.7567,2.5145,0.1773,0.2629,2.5517,-1.4313,4.7563,2.488,0.2264,0.2334,2.5295,-1.3724,4.73
-836.7108,701.1584,1118.0484,-2.7893,0.2406,1.7567,2.5775,0.2013,0.2739,2.4388,-1.3362,4.8116,2.488,0.2264,0.2334,2.5295,-1.3724,4.73
-836.7108,701.1584,1118.0484,-2.7893,0.2406,1.7567,2.5813,0.232,0.272,2.4985,-1.294,4.6408,2.488,0.2264,0.2334,2.5295,-1.3724,4.73
-836.7108,701.1584,1118.0484,-2.7893,0.2406,1.7567,2.5049,0.2076,0.2824,2.5872,-1.4474,4.7799,2.488,0.2264,0.2334,2.5295,-1.3724,4.73
-836.7108,701.1584,1118.0484,-2.7893,0.2406,1.7567,2.4534,0.1552,0.3226,2.4995,-1.3864,4.7143,2.488,0.2264,0.2334,2.5295,-1.3724,4.73
-836.7108,701.1584,1118.0484,-2.7893,0.2406,1.7567,2.4115,0.2375,0.3191,2.5517,-1.4554,4.7019,2.488,0.2264,0.2334,2.5295,-1.3724,4.73
-836.7108,701.1584,1118.0484,-2.7893,0.2406,1.7567,2.469,0.1435,0.1806,2.5357,-1.4569,4.7921,2.488,0.2264,0.2334,2.5295,-1.3724,4.73
-836.7108,701.1584,1118.0484,-2.7893,0.2406,1.7567,2.5076,0.2066,0.2303,2.6033,-1.2822,4.7349,2.488,0.2264,0.2334,2.5295,-1.3724,4.73
-836.7108,701.1584,1118.0484,-2.7893,0.2406,1.7567,2.5286,0.2531,0.1529,2.4656,-1.3585,4.6805,2.488,0.2264,0.2334,2.5295,-1.3724,4.73
-210.1525,-220.1899,-725.9217,-1.4771,0.5104,1.1931,-2.1736,1.7005,0.8694,-2.5894,1.5784,3.8398,-2.1631,1.7233,0.9434,-2.4908,1.524,3.8734
-210.1525,-220.1899,-725.9217,-1.4771,0.5104,1.1931,-2.2554,1.7245,1.0287,-2.5174,1.4903,3.8504,-2.1631,1.7233,0.9434,-2.4908,1.524,3.8734
-210.1525,-220.1899,-725.9217,-1.4771,0.5104,1.1931,-2.0663,1.7095,1.0342,-2.5522,1.5177,3.8047,-2.1631,1.7233,0.9434,-2.4908,1.524,3.8734
-210.1525,-220.1899,-725.9217,-1.4771,0.5104,1.1931,-2.1018,1.676,1.0431,-2.3918,1.5352,3.8755,-2.1631,1.7233,0.9434,-2.4908,1.524,3.8734
-210.1525,-220.1899,-725.9217,-1.4771,0.5104,1.1931,-2.2224,1.6885,0.9944,-2.5656,1.5414,3.8438,-2.1631,1.7233,0.9434,-2.4908,1.524,3.8734
-210.1525,-220.1899,-725.9217,-1.4771,0.5104,1.1931,-2.1106,1.7261,0.8972,-2.4622,1.4581,3.7894,-2.1631,1.7233,0.9434,-2.4908,1.524,3.8734
-210.1525,-220.1899,-725.9217,-1.4771,0.5104,1.1931,-2.2415,1.6684,0.9546,-2.4125,1.5067,3.8423,-2.1631,1.7233,0.9434,-2.4908,1.524,3.8734
-210.1525,-220.1899,-725.9217,-1.4771,0.5104,1.1931,-2.1885,1.7494,0.9231,-2.5207,1.5361,3.8339,-2.1631,1.7233,0.9434,-2.4908,1.524,3.8734
-210.1525,-220.1899,-725.9217,-1.4771,0.5104,1.1931,-2.0689,1.643,1.0355,-2.4901,1.5825,3.79,-2.1631,1.7233,0.9434,-2.4908,1.524,3.8734
-210.1525,-220.1899,-725.9217,-1.4771,0.5104,1.1931,-2.2189,1.7348,0.8664,-2.55,1.5403,3.9627,-2.1631,1.7233,0.9434,-2.4908,1.524,3.8734
-210.1525,-220.1899,-725.9217,-1.4771,0.5104,1.1931,-2.1675,1.7823,0.8599,-2.4389,1.595,3.8973,-2.1631,1.7233,0.9434,-2.4908,1.524,3.8734
-210.1525,-220.1899,-725.9217,-1.4771,0.5104,1.1931,-2.2239,1.6869,0.9824,-2.5608,1.4388,3.9483,-2.1631,1.7233,0.9434,-2.4908,1.524,3.8734
-210.1525,-220.1899,-725.9217,-1.4771,0.5104,1.1931,-2.1855,1.7317,1.0218,-2.5458,1.548,3.8378,-2.1631,1.7233,0.9434,-2.4908,1.524,3.8734
-210.1525,-220.1899,-725.9217,-1.4771,0.5104,1.1931,-2.1374,1.6555,0.9227,-2.5743,1.5165,3.8852,-2.1631,1.7233,0.9434,-2.4908,1.524,3.8734
-210.1525,-220.1899,-725.9217,-1.4771,0.5104,1.1931,-2.2112,1.646,1.0095,-2.466,1.4461,3.9037,-2.1631,1.7233,0.9434,-2.4908,1.524,3.8734
-210.1525,-220.1899,-725.9217,-1.4771,0.5104,1.1931,-2.1798,1.7566,0.8994,-2.5235,1.5023,3.8635,-2.1631,1.7233,0.9434,-2.4908,1.524,3.8734
-210.1525,-220.1899,-725.9217,-1.4771,0.5104,1.1931,-2.2453,1.7194,0.9572,-2.4935,1.4505,3.9727,-2.1631,1.7233,0.9434,-2.4908,1.524,3.8734
-210.1525,-220.1899,-725.9217,-1.4771,0.5104,1.1931,-2.1918,1.7828,0.9219,-2.571,1.5129,3.8272,-2.1631,1.7233,0.9434,-2.4908,1.524,3.8734
-210.1525,-220.1899,-725.9217,-1.4771,0.5104,1.1931,-2.0802,1.6654,0.885,-2.4365,1.4639,3.8696,-2.1631,1.7233,0.9434,-2.4908,1.524,3.8734
-210.1525,-220.1899,-725.9217,-1.4771,0.5104,1.1931,-2.2193,1.6798,0.9469,-2.5606,1.5831,3.9005,-2.1631,1.7233,0.9434,-2.4908,1.524,3.8734
288.1941,-644.1619,1383.4998,-2.9131,-0.9601,0.2487,-1.2057,0.1443,-0.0016,-1.2864,-0.9858,-6.5312,-1.2483,0.0477,-0.0311,-1.3534,-0.985,-6.4734
288.1941,-644.1619,1383.4998,-2.9131,-0.9601,0.2487,-1.3127,0.011,-0.0794,-1.3273,-0.9963,-6.3948,-1.2483,0.0477,-0.0311,-1.3534,-0.985,-6.4734
288.1941,-644.1619,1383.4998,-2.9131,-0.9601,0.2487,-1.1503,-0.0442,-0.1044,-1.2874,-0.9703,-6.4004,-1.2483,0.0477,-0.0311,-1.3534,-0.985,-6.4734
288.1941,-644.1619,1383.4998,-2.9131,-0.9601,0.2487,-1.2271,0.1192,-0.0933,-1.3035,-0.9597,-6.5622,-1.2483,0.0477,-0.0311,-1.3534,-0.985,-6.4734
288.1941,-644.1619,1383.4998,-2.9131,-0.9601,0.2487,-1.3413,0.0511,0.0396,-1.411,-0.908,-6.4743,-1.2483,0.0477,-0.0311,-1.3534,-0.985,-6.4734
288.1941,-644.1619,1383.4998,-2.9131,-0.9601,0.2487,-1.1488,-0.0287,-0.1307,-1.3565,-0.8918,-6.5681,-1.2483,0.0477,-0.0311,-1.3534,-0.985,-6.4734
288.1941,-644.1619,1383.4998,-2.9131,-0.9601,0.2487,-1.1557,0.0596,-0.0649,-1.3342,-0.9117,-6.4598,-1.2483,0.0477,-0.0311,-1.3534,-0.985,-6.4734
288.1941,-644.1619,1383.4998,-2.9131,-0.9601,0.2487,-1.1514,0.071,0.0322,-1.3143,-0.9162,-6.417,-1.2483,0.0477,-0.0311,-1.3534,-0.985,-6.4734
288.1941,-644.1619,1383.4998,-2.9131,-0.9601,0.2487,-1.2881,-0.0231,-0.078,-1.4035,-1.0792,-6.3817,-1.2483,0.0477,-0.0311,-1.3534,-0.985,-6.4734
288.1941,-644.1619,1383.4998,-2.9131,-0.9601,0.2487,-1.3449,-0.0172,-0.0445,-1.3663,-1.0605,-6.5453,-1.2483,0.0477,-0.0311,-1.3534,-0.985,-6.4734
288.1941,-644.1619,1383.4998,-2.9131,-0.9601,0.2487,-1.1546,-0.0345,-0.106,-1.2988,-1.0493,-6.5358,-1.2483,0.0477,-0.0311,-1.3534,-0.985,-6.4734
288.1941,-644.1619,1383.4998,-2.9131,-0.9601,0.2487,-1.1994,-0.0025,-0.0093,-1.4222,-0.9683,-6.4316,-1.2483,0.0477,-0.0311,-1.3534,-0.985,-6.4734
288.1941,-644.1619,1383.4998,-2.9131,-0.9601,0.2487,-1.1837,-0.0515,-0.0031,-1.4464,-1.0562,-6.415,-1.2483,0.0477,-0.0311,-1.3534,-0.985,-6.4734
288.1941,-644.1619,1383.4998,-2.9131,-0.9601,0.2487,-1.2435,-0.0007,-0.0173,-1.3434,-0.9789,-6.5605,-1.2483,0.0477,-0.0311,-1.3534,-0.985,-6.4734
288.1941,-644.1619,1383.4998,-2.9131,-0.9601,0.2487,-1.1814,0.0127,0.0482,-1.4532,-0.9727,-6.5407,-1.2483,0.0477,-0.0311,-1.3534,-0.985,-6.4734
288.1941,-644.1619,1383.4998,-2.9131,-0.9601,0.2487,-1.2608,0.1125,-0.0328,-1.3414,-0.9417,-6.4499,-1.2483,0.0477,-0.0311,-1.3534,-0.985,-6.4734
288.1941,-644.1619,1383.4998,-2.9131,-0.9601,0.2487,-1.2214,-0.007,0.018,-1.2591,-1.0583,-6.5684,-1.2483,0.0477,-0.0311,-1.3534,-0.985,-6.4734
288.1941,-644.1619,1383.4998,-2.9131,-0.9601,0.2487,-1.1779,-0.0306,-0.0937,-1.3647,-0.897,-6.5396,-1.2483,0.0477,-0.0311,-1.3534,-0.985,-6.4734
288.1941,-644.1619,1383.4998,-2.9131,-0.9601,0.2487,-1.1979,0.0811,-0.0243,-1.2639,-0.9176,-6.4977,-1.2483,0.0477,-0.0311,-1.3534,-0.985,-6.4734
288.1941,-644.1619,1383.4998,-2.9131,-0.9601,0.2487,-1.2537,0.1355,-0.1153,-1.3501,-0.8917,-6.4629,-1.2483,0.0477,-0.0311,-1.3534,-0.985,-6.4734
-1176.5342,321.7615,921.3528,1.4172,0.1152,-0.7566,2.7966,0.4487,0.3899,-1.7551,0.017,0.3649,2.875,0.4391,0.3259,-1.8062,0.0059,0.3964
-1176.5342,321.7615,921.3528,1.4172,0.1152,-0.7566,2.7881,0.4555,0.2514,-1.767,-0.0849,0.4595,2.875,0.4391,0.3259,-1.8062,0.0059,0.3964
-1176.5342,321.7615,921.3528,1.4172,0.1152,-0.7566,2.8637,0.3892,0.3551,-1.7683,-0.0914,0.3011,2.875,0.4391,0.3259,-1.8062,0.0059,0.3964
-1176.5342,321.7615,921.3528,1.4172,0.1152,-0.7566,2.9274,0.3888,0.2845,-1.8795,-0.0766,0.4087,2.875,0.4391,0.3259,-1.8062,0.0059,0.3964
-1176.5342,321.7615,921.3528,1.4172,0.1152,-0.7566,2.8268,0.4733,0.3701,-1.7756,0.0843,0.4375,2.875,0.4391,0.3259,-1.8062,0.0059,0.3964
-1176.5342,321.7615,921.3528,1.4172,0.1152,-0.7566,2.8152,0.348,0.3256,-1.8386,0.0032,0.4923,2.875,0.4391,0.3259,-1.8062,0.0059,0.3964
-1176.5342,321.7615,921.3528,1.4172,0.1152,-0.7566,2.86,0.3411,0.2643,-1.7118,-0.0047,0.3202,2.875,0.4391,0.3259,-1.8062,0.0059,0.3964
-1176.5342,321.7615,921.3528,1.4172,0.1152,-0.7566,2.8504,0.496,0.2316,-1.732,0.0007,0.4434,2.875,0.4391,0.3259,-1.8062,0.0059,0.3964
-1176.5342,321.7615,921.3528,1.4172,0.1152,-0.7566,2.9285,0.377,0.304,-1.7629,-0.0898,0.4021,2.875,0.4391,0.3259,-1.8062,0.0059,0.3964
-1176.5342,321.7615,921.3528,1.4172,0.1152,-0.7566,2.8978,0.4683,0.4056,-1.8191,0.0153,0.4205,2.875,0.4391,0.3259,-1.8062,0.0059,0.3964
-1176.5342,321.7615,921.3528,1.4172,0.1152,-0.7566,2.9435,0.4979,0.312,-1.8427,0.0603,0.3592,2.875,0.4391,0.3259,-1.8062,0.0059,0.3964
-1176.5342,321.7615,921.3528,1.4172,0.1152,-0.7566,2.7935,0.4147,0.4226,-1.7156,-0.0081,0.3534,2.875,0.4391,0.3259,-1.8062,0.0059,0.3964
-1176.5342,321.7615,921.3528,1.4172,0.1152,-0.7566,2.9499,0.5239,0.3469,-1.8463,0.0215,0.4011,2.875,0.4391,0.3259,-1.8062,0.0059,0.3964
-1176.5342,321.7615,921.3528,1.4172,0.1152,-0.7566,2.8225,0.5239,0.3917,-1.8427,-0.0668,0.4705,2.875,0.4391,0.3259,-1.8062,0.0059,0.3964
-1176.5342,321.7615,921.3528,1.4172,0.1152,-0.7566,2.9516,0.4175,0.3901,-1.8104,-0.0041,0.4796,2.875,0.4391,0.3259,-1.8062,0.0059,0.3964
-1176.5342,321.7615,921.3528,1.4172,0.1152,-0.7566,2.897,0.4917,0.4173,-1.7992,-0.0569,0.3515,2.875,0.4391,0.3259,-1.8062,0.0059,0.3964
-1176.5342,321.7615,921.3528,1.4172,0.1152,-0.7566,2.8521,0.3423,0.3613,-1.8736,0.1023,0.471,2.875,0.4391,0.3259,-1.8062,0.0059,0.3964
-1176.5342,321.7615,921.3528,1.4172,0.1152,-0.7566,2.9505,0.4938,0.3606,-1.7182,-0.0782,0.4104,2.875,0.4391,0.3259,-1.8062,0.0059,0.3964
-1176.5342,321.7615,921.3528,1.4172,0.1152,-0.7566,2.9087,0.4158,0.3736,-1.8112,0.0817,0.3135,2.875,0.4391,0.3259,-1.8062,0.0059,0.3964
-1176.5342,321.7615,921.3528,1.4172,0.1152,-0.7566,2.9056,0.5266,0.4194,-1.8138,-0.0318,0.4759,2.875,0.4391,0.3259,-1.8062,0.0059,0.3964
80.7242,95.75,1736.3598,2.8031,0.2091,-0.497,0.8744,-0.5883,0.0673,3.1649,-0.1176,5.0003,0.8694,-0.6219,0.0566,3.1879,-0.0295,5.0826
80.7242,95.75,1736.3598,2.8031,0.2091,-0.497,0.8491,-0.6477,0.0832,3.1895,-0.0501,5.0175,0.8694,-0.6219,0.0566,3.1879,-0.0295,5.0826
80.7242,95.75,1736.3598,2.8031,0.2091,-0.497,0.8598,-0.7155,0.0788,3.1785,-0.072,5.0631,0.8694,-0.6219,0.0566,3.1879,-0.0295,5.0826
80.7242,95.75,1736.3598,2.8031,0.2091,-0.497,0.9306,-0.5395,0.0618,3.1916,0.0177,5.0584,0.8694,-0.6219,0.0566,3.1879,-0.0295,5.0826
80.7242,95.75,1736.3598,2.8031,0.2091,-0.497,0.9321,-0.6324,-0.023,3.2475,0.064,5.0623,0.8694,-0.6219,0.0566,3.1879,-0.0295,5.0826
80.7242,95.75,1736.3598,2.8031,0.2091,-0.497,0.9201,-0.5322,-0.0378,3.1436,-0.0997,5.1536,0.8694,-0.6219,0.0566,3.1879,-0.0295,5.0826
80.7242,95.75,1736.3598,2.8031,0.2091,-0.497,0.7994,-0.6345,0.1494,3.1578,-0.0418,4.9868,0.8694,-0.6219,0.0566,3.1879,-0.0295,5.0826
80.7242,95.75,1736.3598,2.8031,0.2091,-0.497,0.8853,-0.634,-0.0173,3.1396,-0.0276,5.129,0.8694,-0.6219,0.0566,3.1879,-0.0295,5.0826
80.7242,95.75,1736.3598,2.8031,0.2091,-0.497,0.8536,-0.6899,0.0127,3.2705,0.018,5.1676,0.8694,-0.6219,0.0566,3.1879,-0.0295,5.0826
80.7242,95.75,1736.3598,2.8031,0.2091,-0.497,0.8901,-0.6017,0.0013,3.2365,-0.0914,5.1284,0.8694,-0.6219,0.0566,3.1879,-0.0295,5.0826
80.7242,95.75,1736.3598,2.8031,0.2091,-0.497,0.808,-0.6434,0.1325,3.2765,0.0367,5.1457,0.8694,-0.6219,0.0566,3.1879,-0.0295,5.0826
80.7242,95.75,1736.3598,2.8031,0.2091,-0.497,0.8163,-0.632,0.0025,3.1547,-0.0959,5.1229,0.8694,-0.6219,0.0566,3.1879,-0.0295,5.0826
80.7242,95.75,1736.3598,2.8031,0.2091,-0.497,0.8676,-0.5625,-0.0421,3.1141,-0.1122,5.0901,0.8694,-0.6219,0.0566,3.1879,-0.0295,5.0826
80.7242,95.75,1736.3598,2.8031,0.2091,-0.497,0.8206,-0.6791,0.0288,3.2662,-0.012,5.0804,0.8694,-0.6219,0.0566,3.1879,-0.0295,5.0826
80.7242,95.75,1736.3598,2.8031,0.2091,-0.497,0.904,-0.5309,-0.0281,3.2802,-0.1176,5.0602,0.8694,-0.6219,0.0566,3.1879,-0.0295,5.0826
80.7242,95.75,1736.3598,2.8031,0.2091,-0.497,0.937,-0.6795,0.0378,3.2807,-0.063,5.0342,0.8694,-0.6219,0.0566,3.1879,-0.0295,5.0826
80.7242,95.75,1736.3598,2.8031,0.2091,-0.497,0.8005,-0.7085,0.0613,3.2026,-0.0268,5.1433,0.8694,-0.6219,0.0566,3.1879,-0.0295,5.0826
80.7242,95.75,1736.3598,2.8031,0.2091,-0.497,0.9553,-0.6683,0.1342,3.1225,-0.0663,5.1221,0.8694,-0.6219,0.0566,3.1879,-0.0295,5.0826
80.7242,95.75,1736.3598,2.8031,0.2091,-0.497,0.9478,-0.5408,0.1008,3.1445,-0.0504,4.9962,0.8694,-0.6219,0.0566,3.1879,-0.0295,5.0826
80.7242,95.75,1736.3598,2.8031,0.2091,-0.497,0.951,-0.6857,0.0901,3.2541,-0.0621,5.0478,0.8694,-0.6219,0.0566,3.1879,-0.0295,5.0826
-99.9966,150.3738,969.5922,-0.1604,0.3822,-2.6748,-0.8789,-0.4345,-0.9474,3.1352,1.1304,-0.7062,-0.9447,-0.5052,-0.9544,3.0477,1.0948,-0.6747
-99.9966,150.3738,969.5922,-0.1604,0.3822,-2.6748,-0.9453,-0.4314,-0.9086,3.0003,1.1621,-0.6231,-0.9447,-0.5052,-0.9544,3.0477,1.0948,-0.6747
-99.9966,150.3738,969.5922,-0.1604,0.3822,-2.6748,-0.9669,-0.5973,-0.9011,3.1159,1.0017,-0.7076,-0.9447,-0.5052,-0.9544,3.0477,1.0948,-0.6747
-99.9966,150.3738,969.5922,-0.1604,0.3822,-2.6748,-0.9377,-0.4615,-1.0312,3.0929,1.0815,-0.6734,-0.9447,-0.5052,-0.9544,3.0477,1.0948,-0.6747
-99.9966,150.3738,969.5922,-0.1604,0.3822,-2.6748,-0.8795,-0.5598,-0.8841,3.1161,1.071,-0.6332,-0.9447,-0.5052,-0.9544,3.0477,1.0948,-0.6747
-99.9966,150.3738,969.5922,-0.1604,0.3822,-2.6748,-0.8497,-0.4966,-0.9041,3.1365,1.0077,-0.5994,-0.9447,-0.5052,-0.9544,3.0477,1.0948,-0.6747
-99.9966,150.3738,969.5922,-0.1604,0.3822,-2.6748,-0.9464,-0.4851,-0.9538,3.0399,1.0322,-0.734,-0.9447,-0.5052,-0.9544,3.0477,1.0948,-0.6747
-99.9966,150.3738,969.5922,-0.1604,0.3822,-2.6748,-0.9015,-0.5723,-1.0405,3.0906,1.0685,-0.6216,-0.9447,-0.5052,-0.9544,3.0477,1.0948,-0.6747
-99.9966,150.3738,969.5922,-0.1604,0.3822,-2.6748,-0.9072,-0.5174,-0.9658,3.0168,1.1617,-0.7516,-0.9447,-0.5052,-0.9544,3.0477,1.0948,-0.6747
-99.9966,150.3738,969.5922,-0.1604,0.3822,-2.6748,-0.9831,-0.4216,-0.8692,2.999,1.1882,-0.6309,-0.9447,-0.5052,-0.9544,3.0477,1.0948,-0.6747
-99.9966,150.3738,969.5922,-0.1604,0.3822,-2.6748,-0.9269,-0.5936,-1.0198,3.1211,1.1619,-0.6791,-0.9447,-0.5052,-0.9544,3.0477,1.0948,-0.6747
-99.9966,150.3738,969.5922,-0.1604,0.3822,-2.6748,-0.9183,-0.6008,-0.9342,3.1209,1.1902,-0.7394,-0.9447,-0.5052,-0.9544,3.0477,1.0948,-0.6747
-99.9966,150.3738,969.5922,-0.1604,0.3822,-2.6748,-0.8637,-0.4362,-1.0064,2.976,1.0186,-0.6474,-0.9447,-0.5052,-0.9544,3.0477,1.0948,-0.6747
-99.9966,150.3738,969.5922,-0.1604,0.3822,-2.6748,-0.9875,-0.4678,-0.9388,3.0754,0.9951,-0.7549,-0.9447,-0.5052,-0.9544,3.0477,1.0948,-0.6747
-99.9966,150.3738,969.5922,-0.1604,0.3822,-2.6748,-0.9892,-0.5807,-0.9821,3.1395,1.0085,-0.7636,-0.9447,-0.5052,-0.9544,3.0477,1.0948,-0.6747
-99.9966,150.3738,969.5922,-0.1604,0.3822,-2.6748,-0.8909,-0.5189,-0.8888,2.9839,1.0717,-0.662,-0.9447,-0.5052,-0.9544,3.0477,1.0948,-0.6747
-99.9966,150.3738,969.5922,-0.1604,0.3822,-2.6748,-0.9297,-0.4344,-0.8588,3.0125,1.0413,-0.6572,-0.9447,-0.5052,-0.9544,3.0477,1.0948,-0.6747
-99.9966,150.3738,969.5922,-0.1604,0.3822,-2.6748,-0.9547,-0.4994,-0.9561,3.0667,1.0451,-0.7393,-0.9447,-0.5052,-0.9544,3.0477,1.0948,-0.6747
-99.9966,150.3738,969.5922,-0.1604,0.3822,-2.6748,-0.9275,-0.5395,-0.9033,3.1006,1.0049,-0.711,-0.9447,-0.5052,-0.9544,3.0477,1.0948,-0.6747
-99.9966,150.3738,969.5922,-0.1604,0.3822,-2.6748,-0.9538,-0.5021,-0.888,3.0793,1.141,-0.71,-0.9447,-0.5052,-0.9544,3.0477,1.0948,-0.6747
1142.021,205.8263,-31.2896,-0.2191,-0.0969,-0.3115,0.2506,0.9648,0.8604,-3.4356,1.7079,2.6636,0.1549,0.9323,0.853,-3.4716,1.7477,2.6876
1142.021,205.8263,-31.2896,-0.2191,-0.0969,-0.3115,0.2184,0.8419,0.8371,-3.5385,1.8452,2.7048,0.1549,0.9323,0.853,-3.4716,1.7477,2.6876
1142.021,205.8263,-31.2896,-0.2191,-0.0969,-0.3115,0.164,0.8875,0.7999,-3.484,1.8148,2.7501,0.1549,0.9323,0.853,-3.4716,1.7477,2.6876
1142.021,205.8263,-31.2896,-0.2191,-0.0969,-0.3115,0.1214,0.9143,0.9499,-3.5179,1.6623,2.712,0.1549,0.9323,0.853,-3.4716,1.7477,2.6876
1142.021,205.8263,-31.2896,-0.2191,-0.0969,-0.3115,0.1578,0.8675,0.7629,-3.4797,1.6919,2.6556,0.1549,0.9323,0.853,-3.4716,1.7477,2.6876
1142.021,205.8263,-31.2896,-0.2191,-0.0969,-0.3115,0.1019,1.0081,0.891,-3.4072,1.7,2.5955,0.1549,0.9323,0.853,-3.4716,1.7477,2.6876
1142.021,205.8263,-31.2896,-0.2191,-0.0969,-0.3115,0.0987,0.9238,0.7552,-3.5306,1.8239,2.7433,0.1549,0.9323,0.853,-3.4716,1.7477,2.6876
1142.021,205.8263,-31.2896,-0.2191,-0.0969,-0.3115,0.0891,0.8537,0.775,-3.4159,1.7036,2.5976,0.1549,0.9323,0.853,-3.4716,1.7477,2.6876
1142.021,205.8263,-31.2896,-0.2191,-0.0969,-0.3115,0.1805,0.9559,0.7648,-3.3931,1.6513,2.6331,0.1549,0.9323,0.853,-3.4716,1.7477,2.6876
1142.021,205.8263,-31.2896,-0.2191,-0.0969,-0.3115,0.2194,0.8958,0.7671,-3.4014,1.703,2.7868,0.1549,0.9323,0.853,-3.4716,1.7477,2.6876
1142.021,205.8263,-31.2896,-0.2191,-0.0969,-0.3115,0.2064,0.9308,0.8338,-3.4206,1.6602,2.7249,0.1549,0.9323,0.853,-3.4716,1.7477,2.6876
1142.021,205.8263,-31.2896,-0.2191,-0.0969,-0.3115,0.1444,0.8951,0.8007,-3.5709,1.7311,2.615,0.1549,0.9323,0.853,-3.4716,1.7477,2.6876
1142.021,205.8263,-31.2896,-0.2191,-0.0969,-0.3115,0.1951,0.9659,0.9232,-3.5639,1.7592,2.7246,0.1549,0.9323,0.853,-3.4716,1.7477,2.6876
1142.021,205.8263,-31.2896,-0.2191,-0.0969,-0.3115,0.0917,0.9672,0.8236,-3.4226,1.7549,2.7826,0.1549,0.9323,0.853,-3.4716,1.7477,2.6876
1142.021,205.8263,-31.2896,-0.2191,-0.0969,-0.3115,0.062,0.8972,0.9184,-3.5071,1.6594,2.7798,0.1549,0.9323,0.853,-3.4716,1.7477,2.6876
1142.021,205.8263,-31.2896,-0.2191,-0.0969,-0.3115,0.2027,0.892,0.7858,-3.5377,1.8185,2.6646,0.1549,0.9323,0.853,-3.4716,1.7477,2.6876
1142.021,205.8263,-31.2896,-0.2191,-0.0969,-0.3115,0.1208,0.9879,0.8412,-3.416,1.7291,2.6796,0.1549,0.9323,0.853,-3.4716,1.7477,2.6876
1142.021,205.8263,-31.2896,-0.2191,-0.0969,-0.3115,0.2029,1.0088,0.7573,-3.551,1.7595,2.6832,0.1549,0.9323,0.853,-3.4716,1.7477,2.6876
1142.021,205.8263,-31.2896,-0.2191,-0.0969,-0.3115,0.1665,0.9165,0.8529,-3.569,1.7775,2.5904,0.1549,0.9323,0.853,-3.4716,1.7477,2.6876
1142.021,205.8263,-31.2896,-0.2191,-0.0969,-0.3115,0.2547,0.8375,0.7624,-3.3798,1.8458,2.785,0.1549,0.9323,0.853,-3.4716,1.7477,2.6876
302.4142,163.5597,1738.0275,0.4971,-1.0328,1.5706,-2.3965,-1.268,0.3899,1.4986,1.7745,3.5222,-2.4034,-1.2181,0.3048,1.4215,1.761,3.5026
302.4142,163.5597,1738.0275,0.4971,-1.0328,1.5706,-2.3822,-1.2088,0.2413,1.4452,1.8523,3.454,-2.4034,-1.2181,0.3048,1.4215,1.761,3.5026
